0 0 1 
2.24277e-017 0.366272 0.930508 
-0.317202 0.183137 0.930507 
-0.317202 -0.183137 0.930507 
-6.72831e-017 -0.366272 0.930508 
0.317202 -0.183137 0.930507 
0.317203 0.183136 0.930507 
4.17382e-017 0.681637 0.73169 
-0.368519 0.573432 0.731689 
-0.620042 0.283158 0.731689 
-0.6747 -0.0970094 0.731689 
-0.515148 -0.446377 0.73169 
-0.192044 -0.654026 0.731689 
0.192044 -0.654026 0.731689 
0.515148 -0.446377 0.73169 
0.6747 -0.0970094 0.731689 
0.62004 0.283162 0.731689 
0.368523 0.57343 0.731689 
5.52479e-017 0.902267 0.431177 
-0.366985 0.824262 0.431177 
-0.670515 0.603735 0.431177 
-0.858107 0.278816 0.431177 
-0.897324 -0.0943126 0.431177 
-0.781386 -0.451134 0.431177 
-0.530339 -0.72995 0.431177 
-0.187592 -0.88255 0.431177 
0.187592 -0.88255 0.431177 
0.530339 -0.72995 0.431177 
0.781386 -0.451134 0.431177 
0.897324 -0.0943126 0.431177 
0.858108 0.278814 0.431177 
0.670515 0.603735 0.431177 
0.366985 0.824262 0.431177 
6.1079e-017 0.997495 0.0707367 
-0.381725 0.921565 0.0707367 
-0.705335 0.705335 0.0707367 
-0.921565 0.381725 0.0707367 
-0.997495 1.22158e-016 0.0707367 
-0.921565 -0.381725 0.0707367 
-0.705335 -0.705335 0.0707367 
-0.381725 -0.921565 0.0707367 
-1.83237e-016 -0.997495 0.0707367 
0.381725 -0.921565 0.0707367 
0.705335 -0.705335 0.0707367 
0.921565 -0.381725 0.0707367 
0.997495 1.48638e-008 0.0707367 
0.921565 0.381725 0.0707367 
0.705335 0.705335 0.0707367 
0.381725 0.921565 0.0707367 
5.84208e-017 0.954084 -0.29954 
-0.388061 0.871599 -0.29954 
-0.709022 0.638407 -0.29954 
-0.907387 0.294828 -0.29954 
-0.948857 -0.0997289 -0.29954 
-0.826261 -0.477042 -0.29954 
-0.560796 -0.77187 -0.29954 
-0.198365 -0.933235 -0.29954 
0.198365 -0.933235 -0.29954 
0.560796 -0.77187 -0.29954 
0.826261 -0.477042 -0.29954 
0.948857 -0.0997289 -0.29954 
0.907387 0.29483 -0.29954 
0.709023 0.638405 -0.29954 
0.388062 0.871598 -0.29954 
4.76436e-017 0.778079 -0.628167 
-0.361588 0.688956 -0.628167 
-0.640349 0.441995 -0.628167 
-0.772406 0.093786 -0.628167 
-0.727507 -0.275904 -0.62818 
-0.515957 -0.582404 -0.628167 
-0.186202 -0.755459 -0.62818 
0.186204 -0.75547 -0.628167 
0.515957 -0.582404 -0.628167 
0.727507 -0.275904 -0.62818 
0.772406 0.0937872 -0.628167 
0.640347 0.441998 -0.628167 
0.36159 0.688955 -0.628167 
