0.00674043 0 0.999977
0.366326 -2.24402e-17 0.930487
0.181678 0.3181 0.930487
-0.186123 0.31552 0.930487
-0.36629 -0.00513389 0.930487
-0.177201 -0.320616 0.930487
0.190526 -0.312881 0.930487
0.681656 -4.17565e-17 0.731673
0.572669 0.369738 0.731673
0.280557 0.621243 0.731673
-0.101269 0.674092 0.731673
-0.450716 0.511381 0.731673
-0.656031 0.185144 0.731673
-0.651568 -0.200287 0.731673
-0.438752 -0.521682 0.731673
-0.0856348 -0.676256 0.731673
0.294866 -0.61458 0.731673
0.581077 -0.356377 0.731673
0.902272 -5.52709e-17 0.431166
0.824182 0.367179 0.431166
0.603426 0.6708 0.431166
0.278218 0.858307 0.431166
-0.0951494 0.897241 0.431166
-0.45205 0.780863 0.431166
-0.730694 0.529323 0.431166
-0.882859 0.18616 0.431166
-0.882204 -0.189241 0.431166
-0.728841 -0.53187 0.431166
-0.449321 -0.782436 0.431166
-0.0920106 -0.897569 0.431166
0.281213 -0.85733 0.431166
0.60576 -0.668693 0.431166
0.82546 -0.364295 0.431166
0.997495 -6.1104e-17 0.0707349
0.921138 0.382754 0.0707349
0.703758 0.70691 0.0707349
0.378635 0.922839 0.0707349
-0.00445684 0.997485 0.0707349
-0.386866 0.919419 0.0707349
-0.710047 0.700593 0.0707349
-0.924522 0.374507 0.0707349
-0.997455 -0.00891358 0.0707349
-0.917681 -0.39097 0.0707349
-0.697413 -0.71317 0.0707349
-0.370373 -0.926186 0.0707349
0.0133702 -0.997406 0.0707349
0.395066 -0.915925 0.0707349
0.716279 -0.69422 0.0707349
0.927832 -0.366231 0.0707349
0.954089 -5.8445e-17 -0.299524
0.870886 0.38967 -0.299524
0.63579 0.711377 -0.299524
0.289802 0.909011 -0.299524
-0.10673 0.9481 -0.299524
-0.484653 0.821826 -0.299524
-0.778032 0.552224 -0.299524
-0.935724 0.186297 -0.299524
-0.930209 -0.212124 -0.299524
-0.76246 -0.573533 -0.299524
-0.461721 -0.834925 -0.299524
-0.08045 -0.950691 -0.299524
0.314853 -0.90064 -0.299524
0.655228 -0.693514 -0.299524
0.881336 -0.365422 -0.299524
0.77809 -4.76637e-17 -0.628153
0.688923 0.361674 -0.628153
0.44186 0.640455 -0.628153
0.0935258 0.772448 -0.628153
-0.276242 0.727402 -0.628153
-0.582701 0.515639 -0.628153
-0.755607 0.185693 -0.628153
-0.755331 -0.186813 -0.628153
-0.581944 -0.516493 -0.628153
-0.275175 -0.727807 -0.628153
0.0946635 -0.77231 -0.628153
0.442805 -0.639802 -0.628153
0.689458 -0.360654 -0.628153
0.493957 -3.02585e-17 -0.869486
0.347972 0.350584 -0.869486
-0.00369242 0.493943 -0.869486
-0.353178 0.345339 -0.869486
-0.493902 -0.00738807 -0.869486
-0.342691 -0.355748 -0.869486
0.0110773 -0.493833 -0.869486
0.358298 -0.340024 -0.869486
0.141281 -8.65453e-18 -0.989969
-0.125036 -0.0657761 -0.989969
