0.000000 0.000000 0.800000 0.001778 
0.100267 0.000000 0.793692 0.001778 
0.053952 0.084514 0.793692 0.001778 
-0.042206 0.090951 0.793692 0.001778 
-0.099372 0.013364 0.793692 0.001778 
-0.064735 -0.076569 0.793692 0.001778 
0.029707 -0.095765 0.793692 0.001778 
0.198952 0.000000 0.774867 0.001778 
0.174088 0.096307 0.774867 0.001778 
0.105713 0.168543 0.774867 0.001778 
0.010915 0.198652 0.774867 0.001778 
-0.086612 0.179110 0.774867 0.001778 
-0.162490 0.114800 0.774867 0.001778 
-0.197754 0.021796 0.774867 0.001778 
-0.183592 -0.076655 0.774867 0.001778 
-0.123541 -0.155947 0.774867 0.001778 
-0.032612 -0.196261 0.774867 0.001778 
0.066468 -0.187520 0.774867 0.001778 
0.148935 -0.131910 0.774867 0.001778 
0.294500 0.000000 0.743821 0.001778 
0.277507 0.098590 0.743821 0.001778 
0.228490 0.185802 0.743821 0.001778 
0.153104 0.251573 0.743821 0.001778 
0.060051 0.288312 0.743821 0.001778 
-0.039932 0.291780 0.743821 0.001778 
-0.135308 0.261576 0.743821 0.001778 
-0.215068 0.201186 0.743821 0.001778 
-0.270010 0.117579 0.743821 0.001778 
-0.293792 0.020403 0.743821 0.001778 
-0.283670 -0.079127 0.743821 0.001778 
-0.240813 -0.169526 0.743821 0.001778 
-0.170166 -0.240362 0.743821 0.001778 
-0.079881 -0.283459 0.743821 0.001778 
0.019622 -0.293845 0.743821 0.001778 
0.116861 -0.270321 0.743821 0.001778 
0.200613 -0.215602 0.743821 0.001778 
0.261215 -0.136002 0.743821 0.001778 
0.385403 0.000000 0.701045 0.001778 
0.372366 0.099395 0.701045 0.001778 
0.334135 0.192065 0.701045 0.001778 
0.273299 0.271741 0.701045 0.001778 
0.193972 0.333032 0.701045 0.001778 
0.101522 0.371791 0.701045 0.001778 
0.002204 0.385397 0.701045 0.001778 
-0.097264 0.372928 0.701045 0.001778 
-0.190151 0.335228 0.701045 0.001778 
-0.270174 0.274848 0.701045 0.001778 
-0.331917 0.195873 0.701045 0.001778 
-0.371205 0.103647 0.701045 0.001778 
-0.385378 0.004407 0.701045 0.001778 
-0.373478 -0.095130 0.701045 0.001778 
-0.336310 -0.188231 0.701045 0.001778 
-0.276389 -0.268598 0.701045 0.001778 
-0.197768 -0.330792 0.701045 0.001778 
-0.105767 -0.370606 0.701045 0.001778 
-0.006611 -0.385346 0.701045 0.001778 
0.092993 -0.374016 0.701045 0.001778 
0.186305 -0.337381 0.701045 0.001778 
0.267013 -0.277920 0.701045 0.001778 
0.329656 -0.199656 0.701045 0.001778 
0.369995 -0.107885 0.701045 0.001778 
0.470228 0.000000 0.647214 0.001778 
0.459523 0.099767 0.647214 0.001778 
0.427894 0.194991 0.647214 0.001778 
0.376781 0.281337 0.647214 0.001778 
0.308513 0.354872 0.647214 0.001778 
0.226197 0.412249 0.647214 0.001778 
0.133582 0.450855 0.647214 0.001778 
0.034884 0.468932 0.647214 0.001778 
-0.065402 0.465658 0.647214 0.001778 
-0.162710 0.441180 0.647214 0.001778 
-0.252610 0.396614 0.647214 0.001778 
-0.331007 0.333989 0.647214 0.001778 
-0.394333 0.256157 0.647214 0.001778 
-0.439703 0.166660 0.647214 0.001778 
-0.465052 0.069576 0.647214 0.001778 
-0.469226 -0.030677 0.647214 0.001778 
-0.452035 -0.129533 0.647214 0.001778 
-0.414261 -0.222491 0.647214 0.001778 
-0.357625 -0.305318 0.647214 0.001778 
-0.284704 -0.374243 0.647214 0.001778 
-0.198820 -0.426128 0.647214 0.001778 
-0.103884 -0.458610 0.647214 0.001778 
-0.004217 -0.470209 0.647214 0.001778 
0.095642 -0.460399 0.647214 0.001778 
0.191146 -0.429625 0.647214 0.001778 
0.277946 -0.379289 0.647214 0.001778 
0.352091 -0.311683 0.647214 0.001778 
0.410204 -0.229885 0.647214 0.001778 
0.449639 -0.137620 0.647214 0.001778 
0.547638 0.000000 0.583175 0.001778 
0.538436 0.099967 0.583175 0.001778 
0.511141 0.196575 0.583175 0.001778 
0.466669 0.286577 0.583175 0.001778 
0.406516 0.366950 0.583175 0.001778 
0.332702 0.434991 0.583175 0.001778 
0.247707 0.488414 0.583175 0.001778 
0.154389 0.525425 0.583175 0.001778 
0.055882 0.544779 0.583175 0.001778 
-0.044502 0.545827 0.583175 0.001778 
-0.143391 0.528532 0.583175 0.001778 
-0.237462 0.493476 0.583175 0.001778 
-0.323552 0.441838 0.583175 0.001778 
-0.398770 0.375352 0.583175 0.001778 
-0.460588 0.296253 0.583175 0.001778 
-0.506928 0.207198 0.583175 0.001778 
-0.536233 0.111181 0.583175 0.001778 
-0.547518 0.011427 0.583175 0.001778 
-0.540405 -0.088710 0.583175 0.001778 
-0.515132 -0.185867 0.583175 0.001778 
-0.472548 -0.276777 0.583175 0.001778 
-0.414084 -0.358387 0.583175 0.001778 
-0.341706 -0.427953 0.583175 0.001778 
-0.257845 -0.483139 0.583175 0.001778 
-0.165319 -0.522089 0.583175 0.001778 
-0.067238 -0.543494 0.583175 0.001778 
0.033103 -0.546636 0.583175 0.001778 
0.132331 -0.531409 0.583175 0.001778 
0.227113 -0.498324 0.583175 0.001778 
0.314262 -0.448493 0.583175 0.001778 
0.390851 -0.383591 0.583175 0.001778 
0.454306 -0.305799 0.583175 0.001778 
0.502494 -0.217731 0.583175 0.001778 
0.533796 -0.122346 0.583175 0.001778 
0.616411 0.000000 0.509939 0.001778 
0.608231 0.100086 0.509939 0.001778 
0.583909 0.197516 0.509939 0.001778 
0.544090 0.289703 0.509939 0.001778 
0.489831 0.374202 0.509939 0.001778 
0.422573 0.448770 0.509939 0.001778 
0.344099 0.511427 0.509939 0.001778 
0.256493 0.560512 0.509939 0.001778 
0.162080 0.594720 0.509939 0.001778 
0.063365 0.613145 0.509939 0.001778 
-0.037032 0.615297 0.509939 0.001778 
-0.136446 0.601119 0.509939 0.001778 
-0.232238 0.570988 0.509939 0.001778 
-0.321867 0.525703 0.509939 0.001778 
-0.402954 0.466466 0.509939 0.001778 
