3.87219e-019 0.00302551 0.00572726 0.00302551 3.87219e-019 -0.00302551 -0.00572726 -0.00302551 0.000939341 0.00245923 0.00303977 0.00245923 0.000939341 -0.000939341 -0.00245923 -0.00303977 -0.00245923 -0.000939341 0.00150129 -0.00150129 3.65372e-020
-0.00580329 -0.00381222 -7.60241e-005 0.00366017 0.00565124 0.00366017 -7.60241e-005 -0.00381222 -0.00296702 -0.00186276 -7.60241e-005 0.00171071 0.00281497 0.00281497 0.00171071 -7.60241e-005 -0.00186276 -0.00296702 0.000722228 0.000722228 -7.60241e-005
0.00154439 1.46048e-005 0.00154439 1.46048e-005 0.00154439 1.46048e-005 0.00154439 1.46048e-005 -0.0017213 -0.0017213 -0.0017213 -0.0017213 -0.0017213 -0.0017213 -0.0017213 -0.0017213 -0.0017213 -0.0017213 -0.00240964 -0.00240964 0.0157963
0.00573341 0.0042245 7.64466e-005 -0.00407161 -0.00558051 -0.00328624 7.64466e-005 0.00343913 0.00306681 0.00203235 7.64466e-005 -0.00187946 -0.00291392 -0.00272268 -0.00156814 7.64466e-005 0.00172104 0.00287558 -0.000769751 -0.000682735 7.64466e-005
-0.000542885 0.0030881 0.0063413 0.0030881 -0.000542885 -0.00287289 -0.00510624 -0.00287289 0.00111952 0.0028272 0.00353309 0.0028272 0.00111952 -0.000747643 -0.0020917 -0.00257061 -0.0020917 -0.000747643 0.0018789 -0.00113284 -0.00450303
0.00157544 0.000506858 0.00276325 0.000506858 0.00157544 -0.000267468 0.000758639 -0.000267468 -0.00155652 -0.00142617 -0.0013725 -0.00142617 -0.00155652 -0.00169983 -0.0018035 -0.00184053 -0.0018035 -0.00169983 -0.0022308 -0.00239118 0.0136555
0.00370626 -0.000614751 -0.00532601 -0.00427862 -0.00257624 0.000488949 0.00433177 0.00481299 0.000880219 -0.00120587 -0.00269064 -0.0029873 -0.00217003 -0.000663891 0.00103916 0.0024515 0.00308292 0.00254696 -0.00167956 0.000823855 2.83042e-005
0.00507761 0.00542073 0.00281122 -0.0015649 -0.00444468 -0.00415255 -0.0031546 0.00140735 0.0034594 0.00332063 0.00192508 2.19608e-005 -0.00159308 -0.00244427 -0.00235192 -0.00133321 0.000384849 0.00225915 0.000474226 -0.00106713 -0.00445588
0.00254212 0.000797716 0.00215353 -0.000100121 0.000871306 -0.000442548 0.0011038 0.000286471 -0.00138048 -0.00139103 -0.00149734 -0.00164308 -0.00176743 -0.00183321 -0.00182606 -0.00174738 -0.00161523 -0.00147185 -0.00230688 -0.00238899 0.0136567
-0.00294549 -0.0046509 -0.00475228 -0.00102438 0.00199445 0.00397807 0.00558992 0.00136815 -0.00226598 -0.0030673 -0.00266016 -0.00137342 0.000308776 0.00189782 0.00290225 0.00286671 0.00160986 -0.000429198 -0.00100155 0.00167571 -2.10641e-005
0.00560178 0.0020682 -0.00261909 -0.00406851 -0.00469815 -0.00207609 0.002025 0.00526252 0.00260214 0.000797277 -0.00101187 -0.00220735 -0.00250419 -0.00184638 -0.000365885 0.00153386 0.00311143 0.0035544 -0.000952873 0.000248187 -0.0044544
0.00263078 0.000371096 0.00119924 -0.000431734 0.000824911 -0.00016772 0.002017 0.000777401 -0.00144602 -0.00158392 -0.00172293 -0.0018152 -0.00183816 -0.0017873 -0.0016732 -0.00152755 -0.00140725 -0.00137357 -0.00238318 -0.0023192 0.0136565
-0.00583452 -0.00382992 -0.000702038 0.00285399 0.00538708 0.00439515 0.000873638 -0.00380423 -0.00300749 -0.00202082 -0.000439056 0.00124622 0.00254652 0.00297686 0.00220187 0.00038039 -0.00166556 -0.00294621 0.000487583 0.000973273 -7.27276e-005
0.000216791 -0.00243666 -0.00506232 -0.0032338 -0.00124356 0.00247253 0.00627379 0.00368124 -0.000366531 -0.00186133 -0.00253876 -0.00226228 -0.00108397 0.000717287 0.0025309 0.00350927 0.00309627 0.00153515 -0.00120637 0.00175548 -0.00449313
0.00170781 -0.000210636 0.000765333 -0.000316077 0.00145039 0.000427412 0.00275067 0.000581646 -0.00167077 -0.00178596 -0.00183833 -0.00181694 -0.00172599 -0.00158758 -0.00144899 -0.00137456 -0.00140595 -0.00152498 -0.00239512 -0.00223739 0.013656
-0.0032302 -0.000149155 0.00376246 0.0047824 0.00426473 5.89674e-005 -0.00503689 -0.00461512 -0.00110808 0.000593878 0.00210931 0.00294624 0.002676 0.00121292 -0.000870677 -0.00255605 -0.00311866 -0.00250887 0.00158256 -0.000733376 -6.23981e-005
