0.00538651 0 0.999985
0.247459 -1.51587e-17 0.968898
0.122153 0.215208 0.968898
-0.126862 0.212467 0.968898
-0.247399 -0.0054501 0.968898
-0.117386 -0.217845 0.968898
0.13151 -0.209621 0.968898
0.479449 -2.93698e-17 0.87757
0.415168 0.239805 0.87757
0.239563 0.415308 0.87757
-0.000280327 0.479449 0.87757
-0.24005 0.415026 0.87757
-0.415449 0.239318 0.87757
-0.479448 -0.000560653 0.87757
-0.414888 -0.240289 0.87757
-0.239079 -0.415587 0.87757
0.000836795 -0.479448 0.87757
0.240536 -0.414745 0.87757
0.415728 -0.238832 0.87757
0.68165 -4.17561e-17 0.731679
0.635576 0.246353 0.731679
0.503582 0.459403 0.731679
0.303513 0.610349 0.731679
0.0624135 0.678786 0.731679
-0.187122 0.655463 0.731679
-0.411366 0.543529 0.731679
-0.579993 0.358127 0.731679
-0.67022 0.124303 0.731679
-0.669842 -0.126326 0.731679
-0.578915 -0.359866 0.731679
-0.409723 -0.544769 0.731679
-0.185142 -0.656025 0.731679
0.0644569 -0.678595 0.731679
0.305353 -0.609431 0.731679
0.504961 -0.457887 0.731679
0.636315 -0.244437 0.731679
0.841476 -5.15466e-17 0.540295
0.804065 0.248114 0.540295
0.695161 0.474166 0.540295
0.524445 0.658057 0.540295
0.307097 0.783437 0.540295
0.0624425 0.839156 0.540295
-0.187759 0.820261 0.540295
-0.421272 0.728431 0.540295
-0.617326 0.57183 0.540295
-0.758489 0.364384 0.540295
-0.832209 0.124538 0.540295
-0.831931 -0.126382 0.540295
-0.757686 -0.366051 0.540295
-0.616067 -0.573187 0.540295
-0.419669 -0.729356 0.540295
-0.185955 -0.820672 0.540295
0.0642936 -0.839016 0.540295
0.308826 -0.782757 0.540295
0.525897 -0.656897 0.540295
0.696208 -0.472627 0.540295
0.804609 -0.246347 0.540295
0.948986 -5.81324e-17 0.315318
0.913682 0.256437 0.315318
0.810395 0.493796 0.315318
0.646812 0.694413 0.315318
0.435102 0.843363 0.315318
0.19102 0.929562 0.315318
-0.0672768 0.946598 0.315318
-0.320569 0.893202 0.315318
-0.55 0.773353 0.315318
-0.738521 0.595954 0.315318
-0.872083 0.374226 0.315318
-0.940766 0.124639 0.315318
-0.939446 -0.134222 0.315318
-0.868231 -0.38308 0.315318
-0.732409 -0.60345 0.315318
-0.542102 -0.778909 0.315318
-0.311449 -0.896423 0.315318
-0.0576366 -0.947234 0.315318
0.20048 -0.927568 0.315318
0.443664 -0.83889 0.315318
0.653851 -0.687788 0.315318
0.815378 -0.485523 0.315318
0.916246 -0.247119 0.315318
0.997495 -6.11039e-17 0.0707367
0.96615 0.248096 0.0707367
0.874084 0.480597 0.0707367
0.727083 0.682896 0.0707367
0.534386 0.842275 0.0707367
0.308104 0.948719 0.0707367
0.0624595 0.995538 0.0707367
-0.187117 0.979787 0.0707367
-0.424917 0.902464 0.0707367
-0.636028 0.768417 0.0707367
-0.807164 0.586073 0.0707367
-0.927563 0.366911 0.0707367
-0.989673 0.124674 0.0707367
-0.989581 -0.125399 0.0707367
-0.9273 -0.367575 0.0707367
-0.806735 -0.586665 0.0707367
