         0         0    1.0000
    0.0000    0.1864    0.9825
   -0.1614    0.0932    0.9825
   -0.1614   -0.0932    0.9825
   -0.0000   -0.1864    0.9825
    0.1614   -0.0932    0.9825
    0.1614    0.0932    0.9825
    0.0000    0.3663    0.9305
   -0.1831    0.3172    0.9305
   -0.3172    0.1831    0.9305
   -0.3663    0.0000    0.9305
   -0.3172   -0.1831    0.9305
   -0.1831   -0.3172    0.9305
   -0.0000   -0.3663    0.9305
    0.1831   -0.3172    0.9305
    0.3172   -0.1831    0.9305
    0.3663   -0.0000    0.9305
    0.3172    0.1831    0.9305
    0.1831    0.3172    0.9305
    0.0000    0.5333    0.8459
   -0.1926    0.4973    0.8459
   -0.3593    0.3941    0.8459
   -0.4774    0.2377    0.8459
   -0.5310    0.0492    0.8459
   -0.5129   -0.1459    0.8459
   -0.4256   -0.3214    0.8459
   -0.2807   -0.4534    0.8459
   -0.0980   -0.5242    0.8459
    0.0980   -0.5242    0.8459
    0.2807   -0.4534    0.8459
    0.4256   -0.3214    0.8459
    0.5129   -0.1459    0.8459
    0.5310    0.0492    0.8459
    0.4774    0.2377    0.8459
    0.3593    0.3941    0.8459
    0.1927    0.4973    0.8459
    0.0000    0.6816    0.7317
   -0.1920    0.6540    0.7317
   -0.3685    0.5734    0.7317
   -0.5151    0.4464    0.7317
   -0.6200    0.2832    0.7317
   -0.6747    0.0970    0.7317
   -0.6747   -0.0970    0.7317
   -0.6200   -0.2832    0.7317
   -0.5151   -0.4464    0.7317
   -0.3685   -0.5734    0.7317
   -0.1920   -0.6540    0.7317
   -0.0000   -0.6816    0.7317
    0.1920   -0.6540    0.7317
    0.3685   -0.5734    0.7317
    0.5151   -0.4464    0.7317
    0.6200   -0.2832    0.7317
    0.6747   -0.0970    0.7317
    0.6747    0.0970    0.7317
    0.6200    0.2832    0.7317
    0.5151    0.4464    0.7317
    0.3685    0.5734    0.7317
    0.1920    0.6540    0.7317
    0.0000    0.8061    0.5918
   -0.1859    0.7844    0.5918
   -0.3618    0.7203    0.5918
   -0.5181    0.6175    0.5918
   -0.6466    0.4814    0.5918
   -0.7402    0.3193    0.5918
   -0.7938    0.1400    0.5918
   -0.8047   -0.0469    0.5918
   -0.7722   -0.2312    0.5918
   -0.6981   -0.4030    0.5918
   -0.5863   -0.5532    0.5918
   -0.4429   -0.6735    0.5918
   -0.2757   -0.7575    0.5918
   -0.0936   -0.8006    0.5918
    0.0936   -0.8006    0.5918
    0.2757   -0.7575    0.5918
    0.4429   -0.6735    0.5918
    0.5863   -0.5532    0.5918
    0.6981   -0.4030    0.5918
    0.7722   -0.2312    0.5918
    0.8047   -0.0469    0.5918
    0.7938    0.1400    0.5918
    0.7402    0.3193    0.5918
    0.6466    0.4814    0.5918
    0.5181    0.6175    0.5918
    0.3618    0.7203    0.5918
    0.1859    0.7844    0.5918
    0.0000    0.9023    0.4312
   -0.1876    0.8826    0.4312
   -0.3670    0.8243    0.4312
   -0.5303    0.7300    0.4312
   -0.6705    0.6037    0.4312
   -0.7814    0.4511    0.4312
   -0.8581    0.2788    0.4312
   -0.8973    0.0943    0.4312
   -0.8973   -0.0943    0.4312
   -0.8581   -0.2788    0.4312
   -0.7814   -0.4511    0.4312
   -0.6705   -0.6037    0.4312
   -0.5303   -0.7300    0.4312
   -0.3670   -0.8243    0.4312
   -0.1876   -0.8826    0.4312
   -0.0000   -0.9023    0.4312
    0.1876   -0.8826    0.4312
    0.3670   -0.8243    0.4312
    0.5303   -0.7300    0.4312
    0.6705   -0.6037    0.4312
    0.7814   -0.4511    0.4312
    0.8581   -0.2788    0.4312
    0.8973   -0.0943    0.4312
    0.8973    0.0943    0.4312
    0.8581    0.2788    0.4312
    0.7814    0.4511    0.4312
    0.6705    0.6037    0.4312
    0.5303    0.7299    0.4312
    0.3670    0.8243    0.4312
    0.1876    0.8826    0.4312
