3.67362e-019 0.00302551 0.00572726 0.00302551 3.67362e-019 -0.00302551 -0.00572726 -0.00302551 0.000939341 0.00245923 0.00303977 0.00245923 0.000939341 -0.000939341 -0.00245923 -0.00303977 -0.00245923 -0.000939341 1.55144e-019 0.000688977 0.00144017 0.00150129 -0.00150129 -0.00144017 -0.000688977 1.668e-020 
-0.00549508 -0.00350402 0.000232184 0.00396838 0.00595945 0.00396838 0.000232184 -0.00350402 -0.00265881 -0.00155455 0.000232184 0.00201892 0.00312318 0.00312318 0.00201892 0.000232184 -0.00155455 -0.00265881 -0.00202918 -0.00124533 -0.00097626 0.00103044 0.00103044 -0.00097626 -0.00124533 0.000232184 
0.00199541 0.000465631 0.00199541 0.000465631 0.00199541 0.000465631 0.00199541 0.000465631 -0.00127027 -0.00127027 -0.00127027 -0.00127027 -0.00127027 -0.00127027 -0.00127027 -0.00127027 -0.00127027 -0.00127027 -0.00172338 -0.00198298 -0.00189111 -0.00195861 -0.00195861 -0.00189111 -0.00198298 0.0162473 
0.0054241 0.00391519 -0.00023286 -0.00438091 -0.00588982 -0.00359554 -0.00023286 0.00312982 0.0027575 0.00172304 -0.00023286 -0.00218876 -0.00322322 -0.00303199 -0.00187745 -0.00023286 0.00141173 0.00256627 0.00203268 0.0012866 0.00104465 -0.00107906 -0.000992041 0.000918758 0.00121275 -0.00023286 
-0.00060357 0.00302742 0.00628061 0.00302742 -0.00060357 -0.00293357 -0.00516692 -0.00293357 0.00105884 0.00276652 0.0034724 0.00276652 0.00105884 -0.000808328 -0.00215238 -0.0026313 -0.00215238 -0.000808328 0.00018446 0.000942402 0.0017354 0.00181821 -0.00119353 -0.00115087 -0.000437025 -0.00456371 
0.00200798 0.000939399 0.00319579 0.000939399 0.00200798 0.000165073 0.00119118 0.000165073 -0.00112398 -0.00099363 -0.000939956 -0.00099363 -0.00112398 -0.00126729 -0.00137096 -0.00140799 -0.00137096 -0.00126729 -0.00164834 -0.00187005 -0.00173101 -0.00179825 -0.00195864 -0.00189167 -0.00194231 0.014088 
0.00353767 -0.000783349 -0.00549461 -0.00444722 -0.00274484 0.000320351 0.00416318 0.0046444 0.000711621 -0.00137447 -0.00285924 -0.0031559 -0.00233863 -0.000832489 0.000870566 0.00228291 0.00291432 0.00237836 0.00116762 8.79066e-005 -0.000744236 -0.00184816 0.000655257 0.00174496 0.00128431 -0.000140294 
0.00475253 0.00509566 0.00248615 -0.00188997 -0.00476975 -0.00447763 -0.00347967 0.00108228 0.00313433 0.00299556 0.00160001 -0.000303113 -0.00191815 -0.00276934 -0.00267699 -0.00165828 5.97755e-005 0.00193408 0.00200738 0.00173523 0.00191616 0.000149152 -0.0013922 0.000245909 0.000921863 -0.00478096 
0.00296009 0.00121569 0.0025715 0.000317851 0.00128928 -2.45755e-005 0.00152177 0.000704443 -0.000962506 -0.000973053 -0.00107937 -0.00122511 -0.00134946 -0.00141523 -0.00140809 -0.00132941 -0.00119726 -0.00105388 -0.00153634 -0.00183054 -0.00172225 -0.00188891 -0.00197102 -0.00181515 -0.00187312 0.0140747 
-0.00281352 -0.00451894 -0.00462032 -0.000892414 0.00212641 0.00411003 0.00572188 0.00150012 -0.00213401 -0.00293533 -0.0025282 -0.00124146 0.00044074 0.00202978 0.00303421 0.00299867 0.00174182 -0.000297235 -0.000917962 -0.00118877 -0.00174124 -0.000869582 0.00180767 0.000962617 0.00011412 0.0001109 
0.00525638 0.00172279 -0.0029645 -0.00441391 -0.00504356 -0.00242149 0.00167959 0.00491711 0.00225673 0.000451872 -0.00135728 -0.00255275 -0.0028496 -0.00219178 -0.00071129 0.00118845 0.00276602 0.003209 0.00215615 0.00109153 0.000479849 -0.00129828 -9.72176e-005 0.00179364 0.00173234 -0.0047998 
0.00304766 0.00078798 0.00161613 -1.48503e-005 0.00124179 0.000249164 0.00243389 0.00119428 -0.00102913 -0.00116704 -0.00130604 -0.00139831 -0.00142127 -0.00137042 -0.00125632 -0.00111066 -0.000990362 -0.00095669 -0.00152735 -0.00186454 -0.00180237 -0.0019663 -0.00190232 -0.0017293 -0.001831 0.0140734 
-0.00552722 -0.00352262 -0.000394736 0.0031613 0.00569438 0.00470245 0.00118094 -0.00349693 -0.00270019 -0.00171352 -0.000131753 0.00155352 0.00285383 0.00328416 0.00250917 0.000687692 -0.00135826 -0.00263891 -0.00203519 -0.00129898 -0.00109765 0.000794886 0.00128057 -0.000834608 -0.00118693 0.000234575 
0.000114799 -0.00253865 -0.00516431 -0.00333579 -0.00134555 0.00237054 0.0061718 0.00357925 -0.000468522 -0.00196332 -0.00264075 -0.00236427 -0.00118596 0.000615295 0.00242891 0.00340728 0.00299428 0.00143316 0.000456995 -0.00027365 -0.00102428 -0.00130837 0.00165349 0.00186962 0.00111313 -0.00459513 
0.00213804 0.000219598 0.00119557 0.000114156 0.00188063 0.000857646 0.00318091 0.00101188 -0.00124054 -0.00135573 -0.0014081 -0.00138671 -0.00129576 -0.00115734 -0.00101876 -0.000944322 -0.000975715 -0.00109475 -0.00163144 -0.00193391 -0.00188467 -0.00196489 -0.00180715 -0.0017236 -0.00186127 0.0140862 
-0.00303295 4.80971e-005 0.00395971 0.00497965 0.00446198 0.00025622 -0.00483964 -0.00441786 -0.000910828 0.00079113 0.00230657 0.00314349 0.00287326 0.00141017 -0.000673425 -0.0023588 -0.00292141 -0.00231162 -0.00124269 -0.000271001 0.000435154 0.00177982 -0.000536124 -0.00175023 -0.00131353 0.000134854 
-0.00406923 -0.00412056 -0.00357245 0.000800888 0.00450858 0.00551489 0.00362606 -0.000953984 -0.00228647 -0.00239933 -0.00156717 3.53096e-005 0.00193973 0.00335519 0.00352472 0.00234789 0.00047873 -0.0012496 -0.00127722 -0.00109266 -0.00135733 3.64464e-005 0.00206603 0.000385324 -0.000270935 -0.00440284 
0.00136931 -5.64627e-006 0.00145889 0.000641001 0.0028757 0.0012426 0.00272445 0.000412685 -0.00138539 -0.00139412 -0.00132982 -0.00120642 -0.00106057 -0.000952721 -0.000939836 -0.00102942 -0.00117239 -0.00130532 -0.00173996 -0.00197672 -0.00190377 -0.00189332 -0.00178526 -0.0018067 -0.00193367 0.0140964 
0.00134767 0.0035776 0.00568855 0.0020368 -0.00214362 -0.00443685 -0.00515863 -0.00159513 0.00155334 0.00272346 0.00293926 0.00193026 -1.41293e-005 -0.0019811 -0.00304089 -0.00287436 -0.00173562 -9.63092e-005 0.000563432 0.00099324 0.00163381 0.00119565 -0.00175395 -0.00102457 -0.0002683 -5.961e-005 
