0.000000 1.701534 3.220983 1.701534 0.000000 -1.701534 -3.220983 -1.701534 0.528281 1.383056 1.709552 1.383056 0.528281 -0.528281 -1.383056 -1.709552 -1.383056 -0.528281 0.844320 -0.844320 0.000000 
-3.263738 -2.143974 -0.042756 2.058463 3.178227 2.058463 -0.042756 -2.143974 -1.668636 -1.047605 -0.042756 0.962094 1.583125 1.583125 0.962094 -0.042756 -1.047605 -1.668636 0.406178 0.406178 -0.042756 
0.868556 0.008214 0.868556 0.008214 0.868556 0.008214 0.868556 0.008214 -0.968049 -0.968049 -0.968049 -0.968049 -0.968049 -0.968049 -0.968049 -0.968049 -0.968049 -0.968049 -1.355167 -1.355167 8.883748 
3.224438 2.375838 0.042993 -2.289851 -3.138451 -1.848163 0.042993 1.934150 1.724758 1.142984 0.042993 -1.056997 -1.638771 -1.531222 -0.881917 0.042993 0.967903 1.617209 -0.432904 -0.383966 0.042993 
-0.305316 1.736734 3.566313 1.736734 -0.305316 -1.615696 -2.871721 -1.615696 0.629614 1.590004 1.986990 1.590004 0.629614 -0.420471 -1.176359 -1.445700 -1.176359 -0.420471 1.056681 -0.637105 -2.532478 
0.886021 0.285054 1.554039 0.285054 0.886021 -0.150423 0.426655 -0.150423 -0.875378 -0.802072 -0.771886 -0.802072 -0.875378 -0.955977 -1.014277 -1.035107 -1.014277 -0.955977 -1.254588 -1.344787 7.679779 
2.084384 -0.345733 -2.995323 -2.406273 -1.448864 0.274982 2.436168 2.706804 0.495031 -0.678174 -1.513201 -1.680041 -1.220412 -0.373369 0.584421 1.378714 1.733816 1.432397 -0.944575 0.463332 0.015918 
2.855619 3.048591 1.581018 -0.880090 -2.499664 -2.335375 -1.774131 0.791488 1.945550 1.867506 1.082655 0.012351 -0.895939 -1.374643 -1.322706 -0.749790 0.216437 1.270535 0.266702 -0.600149 -2.505965 
1.429673 0.448631 1.211135 -0.056308 0.490018 -0.248887 0.620772 0.161110 -0.776374 -0.782305 -0.842099 -0.924062 -0.993994 -1.030986 -1.026968 -0.982719 -0.908396 -0.827761 -1.297379 -1.343557 7.680456 
-1.656527 -2.615642 -2.672657 -0.576105 1.121667 2.237246 3.143740 0.769442 -1.274374 -1.725031 -1.496062 -0.772405 0.173654 1.067324 1.632211 1.612222 0.905377 -0.241379 -0.563264 0.942408 -0.011846 
