   6.5772029e-01   6.4618577e-01  -1.9305384e-01
   6.0136856e-01   6.8441316e-01   1.4181841e-01
   4.3912462e-01   6.9856354e-01   4.5592653e-01
   3.2601897e-01   5.8847786e-01   6.4089702e-01
   1.6811445e-01   3.7860786e-01   7.8675130e-01
   0.0000000e+00   1.4679997e-01   8.4274856e-01
  -1.3907448e-01  -1.0791061e-01   8.3284008e-01
   4.7978317e-01   8.7145707e-01   7.6459225e-03
   3.0630990e-01   8.9109548e-01   2.8765448e-01
   2.0806419e-01   8.0873249e-01   5.0030354e-01
   0.0000000e+00   6.7331090e-01   6.7094215e-01
  -1.6811445e-01   3.7860786e-01   7.8675130e-01
  -2.7681598e-01   9.6877305e-02   7.9697026e-01
   1.4437557e-01   1.0158225e+00   9.4025889e-02
   0.0000000e+00   9.0511114e-01   3.1912507e-01
   0.0000000e+00   8.5014339e-01   5.0277122e-01
   0.0000000e+00   1.0322004e+00  -4.3420693e-02
  -2.0806419e-01   8.0873249e-01   5.0030354e-01
  -3.2601897e-01   5.8847786e-01   6.4089702e-01
  -4.3476928e-01   3.4519934e-01   6.7960912e-01
  -1.4437557e-01   1.0158225e+00   9.4025889e-02
  -3.0630990e-01   8.9109548e-01   2.8765448e-01
  -4.3912462e-01   6.9856354e-01   4.5592653e-01
  -5.0677140e-01   4.8835115e-01   5.4261393e-01
  -4.7978317e-01   8.7145707e-01   7.6459225e-03
  -6.0136856e-01   6.8441316e-01   1.4181841e-01
  -6.4577321e-01   4.7464739e-01   3.6700217e-01
  -6.3033188e-01   2.8307584e-01   5.1437571e-01
  -5.4118313e-01   7.7761325e-02   6.4429082e-01
  -4.1996109e-01  -1.4660810e-01   7.3066259e-01
  -2.2219046e-01  -3.4923166e-01   7.7897801e-01
  -6.5772029e-01   6.4618577e-01  -1.9305384e-01
  -7.2720179e-01   4.3118508e-01  -4.0040226e-03
  -7.7548494e-01   2.2385090e-01   2.5082799e-01
  -7.2894991e-01  -2.8934828e-03   4.4681144e-01
