2215	4.63	3.38
2216	7.57	5.83
2220	5.03	4.93
2221	4.39	3.07
2222	7.11	4.08
2224	7.24	4.85
2230	4.53	4.13
2235	5.64	3.36
2240	6.53	3.75
2250	6.64	4.19
2260	8.06	4.26
2270	6.28	3.15
2271	4.2	3.74
2272	4.5	3.74
2276	2.67	4.63
2278	3.36	4.55
2280	4.22	3.77
2299	7.27	3.95
2303	6.83	5.53
2304	7.22	3.63
2310	7.06	4.16
2311	7.54	4.42
2312	3.71	4.02
2320	6.17	2.9
2331	7.24	4.3
2340	8.03	4.9
2341	7.38	4.11
2344	6.72	4.71
2345	7.41	5.42
2346	7.05	5.28
2351	5.49	4.74
2352	6.94	4.99
2357	5.41	3.33
2360	7.7	3.66
2370	7.14	2.9
2372	5.48	4.09
2381	5.25	3.04
2383	4.72	3.41
2385	5.2	3.64
2387	7.12	3.97
2388	7.44	3.77
2389	6.61	5.63
2391	7.11	4.63
2393	4.87	2.93
2394	5.76	3.89
2395	7.49	4.19
2399	3.69	3.93
2410	4.62	4.13
2435	5.84	3.94
2440	4.49	2.63
2441	4.64	3.62
2442	6.17	4.04
2455	2.96	4.46
2480	4.77	2.66
2485	5.69	3.74
2487	5.2	4.05
2490	3.32	3.95
2491	4.14	3.41
2493	4.82	3.34
2495	5.22	3.19
2499	5.34	3.08
2500	6.16	3.61
2501	6.89	3.09
2510	6.91	4
2514	5.19	3.5
2515	6.09	3.8
2516	4.9	3.5
2518	5.67	3.31
2520	4.13	4.22
2530	7.8	3.99
2540	7.63	3.97
2550	7.77	4.68
2560	6.34	3.49
2570	4.78	2.76
2575	5.46	4.16
2579	5.53	3.85
2580	5.71	2.79
2590	3.26	3.93
2595	4.88	3.71
2600	5.84	4.16
2616	5.97	4.96
2620	5.93	2.72
2630	6.35	3.92
2635	5.22	4.42
2650	7.27	4.28
2655	6.88	4.57
2660	7.75	4.44
2661	3.9	5.76
2681	4.04	4.97
2682	3.69	4.48
2683	2.62	6.21
2688	2.73	5.98
2690	4.78	4.02
2691	3.04	5.85
2692	3.36	5.35
2694	3.55	5.05
2695	4.01	4.47
2700	3.19	4.77
2702	5.21	3.92
2710	2.52	5.46
2715	3.28	4.35
2720	5.43	3.43
2722	3.47	3.52
2730	2.45	6.8
2749	5.04	3.76
2750	2.56	4.31
2751	2.67	5.18
2752	4.07	4.3
2753	3.17	4.29
2780	4.77	4.86
2791	6.64	3.83
2795	3.92	4.7
2800	1.78	5.49
2810	4.31	4.47
2830	4.73	3.64
2840	4.91	2.43
2850	5.22	3
2870	5.31	3.01
2880	5.18	2.96
2890	4.95	2.95
2900	2.45	5.09
2980	5.61	3.09
2981	2.76	5.97
3000	1.45	7.26
3000	1.59	7.34
3010	1.71	7.16
3010	1.79	7.26
3015	1.52	5.9
3022	3.7	5.88
3030	1.91	6.76
3051	2.3	5.62
3053	1.31	6.91
3060	1.79	7.12
3061	2.32	5.28
3062	1.87	5.78
3063	1.49	6.35
3064	1.45	6.41
3068	1.8	6.77
3069	1.7	7.03
3071	1.88	6.86
3080	1.48	7.22
3100	1.6	6.49
3101	1.91	5.6
3102	1.4	6.58
3110	1.79	6.7
3120	1.56	6.84
3130	1.58	6.97
3140	1.83	6.36
3150	2.26	6.55
3160	2.63	5.35
3168	1.56	6
3170	1.46	7.21
3180	1.92	5.77
3181	2.3	5.06
3190	3.69	5.01
3210	4.49	5.39
3220	2.49	5.52
3230	2.02	5.41
3250	3.78	6.29
3261	1.82	5.75
3266	1.56	6.79
3280	3.72	5.39
3300	2.74	4.55
3301	1.8	5.21
3350	1.88	5.72
3400	2.35	6.91
3500	2.21	6.99
3530	1.8	6.82
3550	2.54	5.92
4000	4.82	3.97
4001	5.24	5.24
4002	5.78	5.32
4003	5.48	5.09
4004	5.14	4.44
4005	5.43	5.02
4100	6.11	4.39
4141	5.59	5.25
4142	5.45	5.6
4150	6.53	4.86
4180	6.21	5.54
4210	5.72	6.08
4220	8.02	7.17
4220	6.6	5.18
4230	4.86	4.7
4232	5.95	6.28
4233	4.56	3.96
4235	5.39	5.29
4240	5.34	4.88
4250	6.79	5.16
4255	6.06	5.11
4274	5.42	4.18
4275	5.7	4.41
4279	5.47	4.38
4290	7.61	7.2
4300	5.7	5.99
4302	4.99	5.68
4310	6.04	5.42
4320	6.01	5.11
4460	5.6	4.94
4470	5.87	4.81
4490	6.27	6.06
4500	5.7	3.68
4503	6	4.93
4510	5.51	3.89
4520	7.04	5.48
4520	6.16	4.8
4530	6.19	5.31
4531	5.81	4.28
4532	6.4	4.15
4533	6.22	5.01
4534	5.7	4.16
4535	6.27	4.95
4536	6.01	3.95
4537	5.64	4.49
4538	5.91	4.65
4550	4.95	5
4561	5.02	4.35
4571	5.49	3.54
4572	6.15	4.8
4598	6.33	5.53
4599	7.12	5.69
4601	6.82	5.08
4603	7.1	4.89
4605	5.59	3.84
4606	6.55	5.11
4607	7.03	6.34
4608	7.07	6.47
4609	6.71	5.54
4610	7.29	5.1
4611	6.62	6.04
4613	5.34	4.66
4614	7.15	4.67
4617	6.6	5.19
4621	3.19	4.92
4622	7.46	4.11
4623	7.13	5.44
4624	6.84	5.02
4625	6.4	5.05
4626	7.6	5.78
4631	5.36	5.19
4635	3.86	4.23
4640	7.18	5.52
4641	7.2	5.43
4650	6.96	5.67
4651	6.32	6.34
4652	6.79	6.62
4653	6.56	5.83
4656	6.73	6.41
4658	6.62	6.47
4659	6.87	6.93
4660	7.4	6.58
4664	6.61	6.72
4666	6.24	6.1
4669	5.97	6.11
4670	6.99	6.74
4672	6	6.29
4676	6.81	6.07
4677	6.58	6.19
4680	7.25	6.02
4681	6.69	6.68
4683	6.17	6.62
4687	6.87	6.51
4689	6.9	6.21
4690	6.83	6.06
4700	6.91	4.05
4750	5.57	4.9
4770	4.91	5.85
4800	6.44	7.07
4810	6.56	6.66
5000	7.08	2.67
5001	7.16	3.79
5010	7.14	3
5020	6.32	2.63
5030	6.51	2.74
5120	4.39	3.07
5130	4.45	2.51
5200	7.36	3.2
5201	7.06	3.83
5220	7.01	3.91
5250	6.08	3.64
5260	7.34	5.71
5270	7.26	5.49
5300	6.91	4.36
5390	5.59	2.88
5395	5.34	4.23
5410	6.11	3.29
5450	7.01	5.84
5455	5.79	4.56
5460	7.33	5.87
5470	7.35	6.02
5480	7.53	5.48
5500	5.42	3
5510	5.15	2.82
5520	5.33	2.95
5530	5.38	2.87
5531	5.15	3.69
5532	5.19	3.79
5533	5.31	3.12
5534	4.84	3.14
5535	4.81	4.11
5551	7.31	3.26
5593	6.47	3.98
5594	7.39	4.15
5600	7.57	5.19
5611	7.05	3.99
5621	7.57	6.99
5622	6.33	5.34
5623	7.19	5.67
5626	6.71	6.1
5628	6.51	5.46
5629	7.03	6.55
5660	7.27	5.07
5661	5.96	4.15
5700	7.61	5.68
5711	6.62	3.03
5720	6.31	2.79
5731	5.39	2.74
5740	5.21	2.59
5750	6.6	3.14
5760	8.05	3.22
5779	7.33	3.57
5780	7.52	3.75
5800	6.36	2.51
5811	7.23	3.3
5820	7.33	4.61
5830	8	4.92
5831	7.63	4.43
5849	6.65	4.89
5870	6.78	3.1
5875	6.03	3.29
5890	6.67	4.6
5891	7.22	3.29
5900	5.93	4.38
5910	7.8	5.59
5920	5.16	6.23
5940	4.23	6.29
5950	5.99	6.79
5970	4.14	4.88
5971	3.49	6.65
5972	3.85	6.34
5982	7.61	4.51
5990	6.54	4.44
5991	6.55	4.01
5994	6.8	4.61
6000	4.04	4.91
6010	3.73	3.95
6020	3.41	5.58
6150	5.08	3.22
6190	3.57	5.64
6200	2.71	6.21
6200	3.2	5.82
6210	2.95	6.34
6211	3.62	5.9
6212	2.19	6.01
6213	2.91	5.86
6230	2.37	7.35
6241	3.42	4.54
6242	2.69	5.43
6243	2.33	5.99
6244	3.09	5.68
6250	2.83	6.54
6260	2.44	6.93
6300	2.59	6.61
6311	2.58	4.95
6312	2.48	6.37
6313	1.98	6.94
6314	4.09	4.6
6315	2.31	6.38
6350	1.9	7.29
6360	2.23	6.33
6370	2.7	6.44
6410	3.49	5.89
6415	2.21	6.2
6510	2.46	6.96
6530	2.76	6.18
6540	2.19	6.83
6550	2.73	7.09
6555	3.33	5.69
6560	2.16	6.53
6561	3.16	4.99
6570	2.19	6.24
6571	2.85	5.59
6610	3.6	5.06
6800	4.01	4.87
6821	2.38	6.29
6830	2.82	6.21
6831	2.59	5.55
6834	2.91	6.28
6836	3.46	5.47
6838	2.45	5.8
6840	3.63	5.95
6900	4.76	5.64
6910	5.31	5.62
6930	4.39	4.88
6940	3.53	5.35
7000	5	2.42
7002	4.97	3.16
7004	5.04	2
7006	4.88	2.33
7009	4.93	3.01
7010	4.94	1.76
7020	4.97	2.17
7025	4.63	2.71
7030	4.69	2.99
7031	4.52	2.03
7034	4.95	3.06
7035	4.98	2.66
7036	4.88	3.32
7037	4.81	3.71
7038	4.82	3.01
7039	5.93	3.29
7040	4.69	2.69
7041	4.99	2.6
7050	4.93	2.75
7060	4.43	2.55
7080	5.27	2.32
7090	5.19	2.61
7095	5.99	4.21
7096	5.54	3.98
7100	5.24	2.89
7110	4.55	2.27
7130	4.77	3.35
7140	5.5	2.92
7150	4.72	2.61
7160	5.02	3.07
7161	4.98	2.98
7170	5.14	3.21
7175	4.87	1.72
7179	5.06	2.88
7180	4.73	3.43
7182	5.16	4.02
7183	5.58	3.78
7184	4.84	3.66
7185	4.97	2.64
7186	4.63	3.6
7187	5.07	2.3
7190	5.55	3.84
7195	6.02	4.54
7200	7.63	4.87
7205	5.56	2.93
7207	5.15	3.57
7211	4.81	4.2
7217	4.82	2.43
7220	6.91	5.3
7224	4.45	2.81
7230	7.38	5.52
7233	5.09	2.77
7234	4.23	2.96
7235	4.96	2.83
7236	5.64	3.79
7237	5.43	3.88
7238	6.43	4.17
7250	6.62	4.67
7260	7.21	5.11
7270	7.53	5.76
7280	7.2	4.46
7281	6.4	4.41
7282	6.72	4.77
7283	5.5	3.81
7284	6.21	4.06
7285	5.67	3.83
7286	6.36	4.44
7289	6.32	5.14
7291	6.35	4.81
7320	6.54	4.44
7325	7.06	3.55
7330	7.69	5.14
7340	6.68	3.69
7350	7.1	4.97
7351	5.82	4.25
7352	6.2	4.58
7359	2.92	5.36
7360	3.59	5.11
7361	3.1	5.09
7380	2.46	5.88
7390	6.84	4.56
7400	7	5.06
7402	5.98	5.05
7410	6.91	4.55
7430	7.11	4.72
7450	6.4	5.05
7460	6.81	5.12
7470	7.08	4.64
7472	6.25	4
7475	6.33	4.17
7480	7.08	4.55
7481	6.53	4.92
7490	5.52	2.42
7491	4.82	2.39
7493	5.35	3.39
7495	5.9	3.82
7496	5.92	4.84
7500	5.33	3.26
7501	6.85	5.63
7502	7.75	5.91
7503	5.77	4.21
7504	5.67	4.25
7510	6.05	4.52
7545	6.84	3.28
7550	5.27	3.95
7560	4.47	5.24
7570	6.97	5.54
7580	7.51	4.59
7590	4.75	3.8
7595	4.55	3.77
7600	5.9	5.5
7620	5.78	4.92
7640	5	6.03
7700	4.25	2.95
7705	4.77	2.65
7710	5.42	3.44
7820	5.39	4.21
7830	5.26	4.08
7900	6.5	2.6
7920	4.51	3.87
7950	4.94	2.28
8010	4.38	4.12
8021	6.79	5.67
8030	7.33	7.35
8031	6.76	5.58
8032	6.38	4.19
8033	6.66	5.01
8034	7.06	6.3
8040	6.64	5.61
8041	6.65	5.49
8050	6.24	4.31
8060	5.36	5.31
8080	7.73	6.65
8090	7.02	5.71
8116	6.82	5.97
8117	6.02	5.3
8120	7.09	4.85
8130	6.58	5.49
8160	5.07	6.97
8161	6.71	6.09
8162	6.97	4.98
8170	7.63	6.12
8178	6.5	6.82
8179	6.48	6.99
8180	7.12	6.59
8185	7.57	7.27
8186	7.01	6.84
8190	8.1	6.28
8191	6.07	6.19
8192	5.52	6.03
8193	6.73	6.04
8200	7.54	6.35
8210	7.53	5.94
8211	5.76	5.36
8220	6.5	5.19
8230	2.95	5.91
8231	3.77	5.24
8232	5.07	5.1
8250	6.19	5.04
8251	6.16	6.05
8260	6.18	5.85
8280	6.38	5.05
8300	7.02	6.14
8311	5.88	3.57
8320	6.24	4.27
8330	6.65	4.06
8340	6.85	5.8
8341	6.25	6.4
8350	7.18	5.18
8370	7.77	6.73
8380	7.56	5.74
8400	7.09	6.61
8420	7.76	5.56
8460	6.4	4.55
8461	7.22	4.69
8465	5.96	3.93
8470	7.74	6.14
8475	4.85	6.52
8480	3.7	6.28
8485	2.73	6.46
8490	7.2	6.68
8496	7.58	5.79
8497	7.26	4.19
8500	6.96	5.6
8501	7.91	6.44
8502	7.51	5.78
8503	7.02	5.22
8510	7.32	4.93
8531	7.03	5.41
8540	7.48	5.16
8600	6.38	4.26
8620	6.04	4.6
9000	2.55	4.06
9001	3.1	3.67
9005	3.69	5.18
9006	2.34	5.76
9007	2.49	5.03
9008	3.47	4.45
9010	3.94	4.14
9040	1.67	5.82
9041	2.98	4.64
9042	3.15	5.78
9045	3.75	3.89
9046	3.32	4.31
9050	2.43	6.36
9070	5.01	3.63
9080	4.07	4.36
9090	3.56	3.97
9090	3.69	4.8
9101	3.62	4.02
9102	3.34	4.84
9110	3.76	3.98
9120	3.2	5.77
9140	2.19	5.38
9156	6.43	5.79
9160	3.23	5.87
9171	4.01	4.72
9180	2.99	5.02
9181	2.26	5.39
9182	3.52	4.98
9190	3.9	3.91
9210	4.53	3.08
9220	2.06	4
9230	3.89	5.77
9250	2.57	6.6
9252	1.98	6.64
9253	2	5.53
9265	2.6	4.34
9270	3.72	5.24
9280	2.8	4.26
9290	2.88	4.4
9300	2.26	6
9301	2.26	5.28
9320	2.65	4.93
9330	2.89	4.35
9331	2.87	3.85
9340	2.41	5.16
9341	3.38	4.5
9342	2.85	4.49
9360	4.03	2.63
9373	3.38	5.01
9390	3.67	4.14
9400	2.5	5.99
9401	4.53	3.88
9402	4.48	5.07
9404	3.71	4.67
9405	1.83	6.08
9409	3.34	5.61
9410	1.51	7.07
9411	4.63	5.37
9415	2.82	4.91
9417	3.16	4.83
9420	2.31	5.69
9421	2.21	5.04
9430	2.63	5.26
9432	2.56	4.92
9433	1.84	5.89
9435	2.27	5
9440	3.67	4.55
9452	3.19	5.14
9470	3.05	5.05
9471	3.16	4.48
9472	4.07	4.16
9480	3.51	5.57
9490	3.6	5.57
9495	3.34	5.57
9500	2.42	5.82
9520	2.46	5.41
9530	2.93	5.2
9560	2.12	5.5
9561	2.68	4.79
9570	1.68	6.14
9571	1.96	5.64
9582	4.18	5.29
9584	3.34	4.96
9592	3.34	5.23
9594	3.76	5.17
9600	2.48	6.46
9611	2.71	5.75
9620	2.7	6.11
9621	3.22	5.76
9622	3.1	6.26
9630	2.96	6.06
9700	4.77	3.21
9800	2.04	6.05
9810	2.09	6.62
9830	2.54	4.86
9910	2.06	6.2
9911	2.3	5.76
9912	3.46	4.68
9913	4.38	4.42
9920	2.5	5.76
9921	2.04	6.52
2055.1	3.15	4.95
2055.2	6.4	4.45
2352.1	7.27	5.16
2352.2	2.09	6.25
2375.1	2.2	4.88
2375.2	6.34	4.3
2745.1	5.31	3.26
2745.2	3.91	5.17
2900.1	2.56	4.61
2900.2	6.62	4.52
3005.1	1.63	6.2
3005.2	5.98	4.84
3550.1	2.35	6.29
3550.2	4.92	5.13
4664.1	5.63	6.63
4664.2	2.79	6.13
6250.1	2.63	6.92
6250.2	6.32	5.13
6570.1	2.54	6.12
6570.2	4.86	3.85
9635.1	1.9	6.54
9635.2	4.38	4.62
1026	4.09	5.61
1441	7.97	3.94
1617	4.23	5.34
1675	5.24	4.37
2037	6.42	3.35
2038	5.09	2.94
2102	5.16	3.03
2104	4.42	3.11
2152	6.93	4.5
2153	6.98	4.4
2154	8.03	4.48
2305	5.41	3.63
2306	7.08	4.46
2332	7.64	4.3
2339	6.72	4.16
2358	6.56	3.73
2362	6.74	4.6
2373	6.97	4.5
2396	4.91	3.34
2397	4.98	2.77
2398	7.48	4.74
2445	5.39	3.83
2446	4.7	3.79
2506	5.67	3.5
2512	4.86	3.46
2513	5.8	3.29
2593	5.8	3.42
2594	6.05	3.84
2597	5.61	4.09
2598	7.19	3.73
2605	6.26	5.03
2606	5.92	4.78
2703	1.91	5.78
2704	4.85	5.3
2716	3.54	4.97
2717	2.58	5.7
2718	3.65	4.46
2770	4.37	5.11
2799	2.42	5.02
2811	2.17	6.9
3016	1.9	5.82
3017	2.45	5.34
3191	1.95	5.95
3215	2.51	5.44
3216	3.28	5.37
3225	1.82	5.95
3302	4.5	5.7
4006	6.05	5.27
4225	6.09	5.39
4311	6.66	6.67
4542	6.33	5.08
4559	5.53	4.83
4574	6.62	4.25
4643	6.84	6.01
4645	6.73	5.69
4647	5.89	6.21
4649	5.77	5.99
4694	6.69	6.42
4695	6.84	6.61
5471	5.21	3.26
5631	7.29	3.86
5635	6.25	3.97
5764	6.74	3.55
5781	7.13	3.82
5814	7.15	4.82
5833	8.22	5.71
5836	7.25	4.28
5961	3.52	5.8
5973	3.51	5.78
6021	2.21	6.06
6022	2.14	6.09
6562	3.19	5.08
6825	2.81	5.36
7042	5.55	4.02
7043	5.17	3.68
7044	4.69	3.94
7046	4.18	4.14
7052	5.33	3.01
7053	5.22	2.95
7054	4.14	4.08
7055	4.9	3.02
7056	5.07	3.07
7057	5.35	3.39
7058	5.29	3.98
7059	4.93	2.73
7188	5.5	4.28
7192	5.77	3.58
7242	5.28	3.83
7247	5.05	4.14
7248	5.22	4.22
7249	5.24	3.97
7482	6.36	4.81
7484	4.99	4.24
7487	4.92	4.08
7488	6.19	4.96
7506	5.34	4.25
7508	7.02	5.09
7546	5.4	3.72
7547	5.21	3.18
8205	6.62	4.17
8241	5.76	4.06
8371	6.82	5.12
8466	4.86	4.92
8467	6.35	5.12
8499	7.63	6.07
9254	2.03	6.04
9419	2.55	5.19
9423	2.61	5.66
9424	2.87	5.78
9425	2.67	5.92
9426	3.08	5.28
9427	2.89	5.5
9428	2.31	5.66
9429	2.68	5.63
9900	2.46	5.58
9901	2.27	5.7
9902	2.33	6
9903	2.36	5.71
9925	2.84	5.59
9926	3.85	4.83
